"ASSOCIATIONID","ASSOCIATION","MONTH","YEAR","CLOSEDLISTINGS","PENDINGLISTINGS","ACTIVELISTINGS","AVERAGELISTINGPRICE","MEDIANLISTINGPRICE","AVERAGECLOSINGPRICE","MEDIANCLOSINGPRICE","TOTALDOLLARSSOLD","AVERAGEDAYSONMARKET"
4285,"Hopkinsville-Christian Board of REALTORS®",11,2014,20,30,276,144843,127900,129421,123500,2588413,112
4290,"Kentucky-Barkley Lakes Board of REALTORS®",11,2014,19,,,,,147928,104000,2810650,186
4295,"Lexington Bluegrass Association of REALTORS®",11,2014,711,,,,,167015,138300,118747586,82
4310,"Madisonville-Hopkins Board of REALTORS®",11,2014,35,,,,,104492,91200,3657225,123
4315,"Mayfield-Graves Board of REALTORS®",11,2014,21,,,,,89528,76000,1880103,98
4320,"Murray Calloway County Board of REALTORS®",11,2014,28,6,173,240083,168500,147334,132000,4125357,116
4325,"Northern Kentucky Association of REALTORS®",11,2014,410,337,2501,219879,147500,154370,128000,63291638,84
4330,"Old Kentucky Home Board of REALTORS®",11,2014,46,29,314,186673,149900,124765,119262,5739205,165
4340,"Paducah Board of REALTORS®",11,2014,51,37,631,193602,139900,153358,130000,7821300,158
4345,"Pennyrile Board of REALTORS®",11,2014,31,,,,,110681,105000,3431125,253
4355,"REALTOR® Association of Southern Kentucky",11,2014,154,255,1090,216210,149987,145374,129000,22387597,124
4370,"Somerset-Lake Cumberland Board of REALTORS®",11,2014,57,,,,,107208,94500,6110852,189
4275,"South Central Kentucky Association of REALTORS®",11,2014,10,39,213,149946,129500,118966,106250,1189664,140
4240,"Ashland Area Board of REALTORS®",10,2014,86,,,,,100833,89400,8671638,188
4250,"Central Kentucky Association of REALTORS®",10,2014,64,,,,,83344,83000,5334025,173
4245,"Eastern Kentucky Association of REALTORS®",10,2014,55,,,,,118856,98500,6537101,224
4300,"Greater Louisville Association of REALTORS®",10,2014,1305,,,,,177101,146000,233127957,60
4335,"Greater Owensboro Board of REALTORS®",10,2014,128,,,,,132669,114700,16981578,114
4375,"Heart of Kentucky Association of REALTORS®",10,2014,140,,,,,144789,133500,20270594,137
4280,"Henderson-Audubon Board of REALTORS®",10,2014,31,,,,,118018,95000,3658555,106
4285,"Hopkinsville-Christian Board of REALTORS®",10,2014,33,,,,,121321,105500,4003600,142
4290,"Kentucky-Barkley Lakes Board of REALTORS®",10,2014,23,,,,,119000,119000,2737000,226
4295,"Lexington Bluegrass Association of REALTORS®",10,2014,937,,,,,174703,143500,163697082,82
4310,"Madisonville-Hopkins Board of REALTORS®",10,2014,33,,,,,121321,105500,4003600,142
4315,"Mayfield-Graves Board of REALTORS®",10,2014,34,,,,,74238,69000,2524123,148
4320,"Murray Calloway County Board of REALTORS®",10,2014,28,4,154,244459,165950,161975,135250,4535300,93
4325,"Northern Kentucky Association of REALTORS®",10,2014,530,508,2673,218836,149000,149366,132000,79163970,78
4330,"Old Kentucky Home Board of REALTORS®",10,2014,50,50,366,185498,149900,118997,113400,5949875,141
4340,"Paducah Board of REALTORS®",10,2014,64,32,649,194555,140000,157742,138250,10095522,129
4345,"Pennyrile Board of REALTORS®",10,2014,23,,,,,90452,75000,2080400,150
4355,"REALTOR® Association of Southern Kentucky",10,2014,190,309,1183,213768,149900,146846,137950,27900827,146
4370,"Somerset-Lake Cumberland Board of REALTORS®",10,2014,114,,,,,121285,101500,13826462,180
4275,"South Central Kentucky Association of REALTORS®",10,2014,22,28,246,150695,129500,94558,87450,2080269,190
4240,"Ashland Area Board of REALTORS®",9,2014,82,,,,,118542,100750,9720444,160
4250,"Central Kentucky Association of REALTORS®",9,2014,66,,,,,104838,96000,6919357,175
4245,"Eastern Kentucky Association of REALTORS®",9,2014,48,,,,,122671,92500,5888225,199
4300,"Greater Louisville Association of REALTORS®",9,2014,1406,,,,,175414,135000,246631482,65
4335,"Greater Owensboro Board of REALTORS®",9,2014,129,,,,,127113,110000,16397611,105
4375,"Heart of Kentucky Association of REALTORS®",9,2014,183,,,,,135286,124572,24757508,131
4280,"Henderson-Audubon Board of REALTORS®",9,2014,24,,,,,136219,120500,3269250,108
4285,"Hopkinsville-Christian Board of REALTORS®",9,2014,41,,,,,116670,107000,4783475,169
4290,"Kentucky-Barkley Lakes Board of REALTORS®",9,2014,19,,,,,103000,98000,1957000,215
4295,"Lexington Bluegrass Association of REALTORS®",9,2014,925,,,,,167793,136000,155208777,81
4310,"Madisonville-Hopkins Board of REALTORS®",9,2014,30,,,,,104685,97750,3140550,124
4315,"Mayfield-Graves Board of REALTORS®",9,2014,33,,,,,89974,80000,2969150,146
4320,"Murray Calloway County Board of REALTORS®",9,2014,24,,,,,131458,123000,3155000,101
4325,"Northern Kentucky Association of REALTORS®",9,2014,526,531,2781,218489,149000,154951,131000,81504105,80
4330,"Old Kentucky Home Board of REALTORS®",9,2014,42,44,382,,143000,135028,116500,5671201,135
4340,"Paducah Board of REALTORS®",9,2014,72,39,666,199396,149900,139094,126250,10014800,127
4345,"Pennyrile Board of REALTORS®",9,2014,19,,,,,110195,85000,2093700,260
4355,"REALTOR® Association of Southern Kentucky",9,2014,201,338,1208,212736,152900,150742,135000,30299195,127
4370,"Somerset-Lake Cumberland Board of REALTORS®",9,2014,81,,,,,114030,95000,9236400,181
4275,"South Central Kentucky Association of REALTORS®",9,2014,29,27,257,152028,129500,80759,75000,2342000,126
4240,"Ashland Area Board of REALTORS®",8,2014,72,,,,,104209,100000,7503048,159
4250,"Central Kentucky Association of REALTORS®",8,2014,86,,,,,128075,114950,11014468,155
4245,"Eastern Kentucky Association of REALTORS®",8,2014,42,,,,,142811,90000,5998075,172
4300,"Greater Louisville Association of REALTORS®",8,2014,1461,,,,,195168,159995,284407998,60
4335,"Greater Owensboro Board of REALTORS®",8,2014,114,,,,,128288,119900,17357188,82
4375,"Heart of Kentucky Association of REALTORS®",8,2014,196,,,,,138393,128169,27125068,131
4280,"Henderson-Audubon Board of REALTORS®",8,2014,44,,,,,130539,119750,5743700,110
4285,"Hopkinsville-Christian Board of REALTORS®",8,2014,39,,,,,113611,108000,4430829,124
4290,"Kentucky-Barkley Lakes Board of REALTORS®",8,2014,18,,,,,154000,135000,1957000,215
4295,"Lexington Bluegrass Association of REALTORS®",8,2014,1140,,,,,175796,143950,200407492,86
4310,"Madisonville-Hopkins Board of REALTORS®",8,2014,37,,,,,102911,108000,3807700,107
4315,"Mayfield-Graves Board of REALTORS®",8,2014,27,,,,,96024,72000,2592650,149
4320,"Murray Calloway County Board of REALTORS®",8,2014,32,,,,,132625,119750,4244000,148
4325,"Northern Kentucky Association of REALTORS®",8,2014,582,582,2797,222118,149900,161539,139400,94015746,75
4330,"Old Kentucky Home Board of REALTORS®",8,2014,40,41,383,,,121843,105750,4873735,121
4340,"Paducah Board of REALTORS®",8,2014,78,36,682,199572,150000,123288,92250,9616540,134
4345,"Pennyrile Board of REALTORS®",8,2014,23,,,,,98130,63000,2257000,264
4355,"REALTOR® Association of Southern Kentucky",8,2014,205,398,1241,212142,154900,150884,134000,30931309,126
4370,"Somerset-Lake Cumberland Board of REALTORS®",8,2014,91,,,,,93200,68000,8481235,173
4275,"South Central Kentucky Association of REALTORS®",8,2014,36,39,248,148116,126250,96422,84750,3471189,146
4240,"Ashland Area Board of REALTORS®",7,2014,75,,,,,113205,97000,8490395,151
4250,"Central Kentucky Association of REALTORS®",7,2014,85,,,,,143286,113550,10984255,154
4245,"Eastern Kentucky Association of REALTORS®",7,2014,50,,,,,138987,85500,6949391,188
4300,"Greater Louisville Association of REALTORS®",7,2014,1479,,,,,182597,142000,270060432,64
4335,"Greater Owensboro Board of REALTORS®",7,2014,118,,,,,153016,119450,18055892,99
4375,"Heart of Kentucky Association of REALTORS®",7,2014,215,,,,,145874,132000,31363090,128
4280,"Henderson-Audubon Board of REALTORS®",7,2014,44,,,,,113632,107000,4999800,107
4285,"Hopkinsville-Christian Board of REALTORS®",7,2014,32,,,,,150222,131000,4807111,136
4290,"Kentucky-Barkley Lakes Board of REALTORS®",7,2014,21,,,,,130000,115000,2730000,215
4295,"Lexington Bluegrass Association of REALTORS®",7,2014,1127,,,,,171561,142000,193349267,75
4310,"Madisonville-Hopkins Board of REALTORS®",7,2014,50,,,,,113715,89000,5685727,127
4315,"Mayfield-Graves Board of REALTORS®",7,2014,35,,,,,81060,69900,2837101,104
4320,"Murray Calloway County Board of REALTORS®",7,2014,42,,,,,148635,135500,6242700,158
4325,"Northern Kentucky Association of REALTORS®",7,2014,582,598,2874,221267,149900,160485,139900,93402015,67
4330,"Old Kentucky Home Board of REALTORS®",7,2014,52,44,236,,,122747,109000,6385878,125
4340,"Paducah Board of REALTORS®",7,2014,72,71,653,197279,149900,158294,128812,11397225,162
4345,"Pennyrile Board of REALTORS®",7,2014,21,,,,,103817,78000,2180150,263
4355,"REALTOR® Association of Southern Kentucky",7,2014,230,404,1240,202995,149900,148575,128500,34172307,142
4370,"Somerset-Lake Cumberland Board of REALTORS®",7,2014,96,,,,,112334,102000,10784062,194
4275,"South Central Kentucky Association of REALTORS®",7,2014,34,44,251,147959,119900,121879,94500,4143900,151
4240,"Ashland Area Board of REALTORS®",6,2014,76,,,,,133291,123500,9675137,153
4250,"Central Kentucky Association of REALTORS®",6,2014,84,,,,,122538,110000,9803042,169
4245,"Eastern Kentucky Association of REALTORS®",6,2014,45,,,,,154380,121000,6947100,281
4300,"Greater Louisville Association of REALTORS®",6,2014,1476,,,,,201385,155000,280983322,61
4335,"Greater Owensboro Board of REALTORS®",6,2014,112,,,,,154975,128450,17357188,104
4375,"Heart of Kentucky Association of REALTORS®",6,2014,154,,,,,141536,129650,21796637,135
4280,"Henderson-Audubon Board of REALTORS®",6,2014,32,,,,,124312,114000,3977990,131
4285,"Hopkinsville-Christian Board of REALTORS®",6,2014,35,,,,,114093,99900,3993250,137
4290,"Kentucky-Barkley Lakes Board of REALTORS®",6,2014,19,,,,,138000,121000,2622000,215
4295,"Lexington Bluegrass Association of REALTORS®",6,2014,1173,,,,,179160,151000,210155172,81
4310,"Madisonville-Hopkins Board of REALTORS®",6,2014,41,,,,,135213,119500,5543750,147
4315,"Mayfield-Graves Board of REALTORS®",6,2014,35,,,,,87790,76000,3072650,149
4320,"Murray Calloway County Board of REALTORS®",6,2014,30,,,,,162423,141,4872700,110
4325,"Northern Kentucky Association of REALTORS®",6,2014,599,594,2806,232166,149250,163510,142500,97942219,81
4330,"Old Kentucky Home Board of REALTORS®",6,2014,65,50,353,,,150363,130000,9773600,128
4340,"Paducah Board of REALTORS®",6,2014,73,29,664,195982,149900,146259,128000,10676925,143
4345,"Pennyrile Board of REALTORS®",6,2014,28,,,,,156036,128450,4369000,149
4355,"REALTOR® Association of Southern Kentucky",6,2014,218,419,1217,204588,149900,167952,148750,36613634,124
4370,"Somerset-Lake Cumberland Board of REALTORS®",6,2014,95,,,,,124630,110000,11839865,179
4275,"South Central Kentucky Association of REALTORS®",6,2014,31,42,254,141821,119200,125761,128000,3898600,200
4240,"Ashland Area Board of REALTORS®",5,2014,72,,,,,116732,102250,8404775,151
4250,"Central Kentucky Association of REALTORS®",5,2014,68,,,,,111217,82250,7562762,154
4245,"Eastern Kentucky Association of REALTORS®",5,2014,38,,,,,139655,117500,5306900,194
4300,"Greater Louisville Association of REALTORS®",5,2014,1356,,,,,178124,146000,241536332,66
4335,"Greater Owensboro Board of REALTORS®",5,2014,119,,,,,152575,125000,18156484,98
4375,"Heart of Kentucky Association of REALTORS®",5,2014,175,,,,,147138,126900,25749260,131
4280,"Henderson-Audubon Board of REALTORS®",5,2014,27,,,,,117529,114900,3173282,159
4285,"Hopkinsville-Christian Board of REALTORS®",5,2014,30,,,,,122326,110750,3669774,132
4290,"Kentucky-Barkley Lakes Board of REALTORS®",5,2014,27,,,,,131767,105900,3557710,175
4295,"Lexington Bluegrass Association of REALTORS®",5,2014,1106,,,,,173380,139000,191757932,95
4310,"Madisonville-Hopkins Board of REALTORS®",5,2014,34,,,,,99118,71450,3370000,128
4315,"Mayfield-Graves Board of REALTORS®",5,2014,33,,,,,68310,57000,254230,128
4320,"Murray Calloway County Board of REALTORS®",5,2014,46,,,,,125615,127000,5778300,140
4325,"Northern Kentucky Association of REALTORS®",5,2014,551,623,2757,218592,147900,161302,139900,88877513,82
4330,"Old Kentucky Home Board of REALTORS®",5,2014,44,48,365,,,132023,102950,5809050,135
4340,"Paducah Board of REALTORS®",5,2014,67,28,646,195844,149900,144561,130000,9685600,140
4345,"Pennyrile Board of REALTORS®",5,2014,35,,,,,154676,119900,5413657,199
4355,"REALTOR® Association of Southern Kentucky",5,2014,247,399,1222,200377,149000,152927,135276,37773148,147
4370,"Somerset-Lake Cumberland Board of REALTORS®",5,2014,88,,,,,140444,101200,12359065,151
4275,"South Central Kentucky Association of REALTORS®",5,2014,29,51,253,142707,119500,123174,114000,3572050,152
4240,"Ashland Area Board of REALTORS®",4,2014,66,,,,,123740,109500,8166840,176
4250,"Central Kentucky Association of REALTORS®",4,2014,64,,,,,91129,78250,5650039,146
4245,"Eastern Kentucky Association of REALTORS®",4,2014,43,,,,,123532,90000,5311915,180
4300,"Greater Louisville Association of REALTORS®",4,2014,1343,,,,,170198,136900,228576107,75
4335,"Greater Owensboro Board of REALTORS®",4,2014,99,,,,,124789,119000,12354075,102
4375,"Heart of Kentucky Association of REALTORS®",4,2014,144,,,,,126740,113700,18250637,145
4280,"Henderson-Audubon Board of REALTORS®",4,2014,56,,,,,125660,119950,7036954,126
4285,"Hopkinsville-Christian Board of REALTORS®",4,2014,41,,,,,101922,104500,4178804,165
4290,"Kentucky-Barkley Lakes Board of REALTORS®",4,2014,32,,,,,101554,104150,3249740,184
4295,"Lexington Bluegrass Association of REALTORS®",4,2014,872,,,,,164779,139450,143687205,96
4310,"Madisonville-Hopkins Board of REALTORS®",4,2014,36,,,,,118703,100000,4273300,165
4315,"Mayfield-Graves Board of REALTORS®",4,2014,37,,,,,82524,71500,3053393,133
4320,"Murray Calloway County Board of REALTORS®",4,2014,25,,,,,140989,140000,3524730,155
4325,"Northern Kentucky Association of REALTORS®",4,2014,509,607,2652,217382,145000,152052,133760,77394308,83
4330,"Old Kentucky Home Board of REALTORS®",4,2014,47,37,347,,,118175,92000,5554250,142
4340,"Paducah Board of REALTORS®",4,2014,65,23,612,194866,144900,166900,142400,10852419,139
4345,"Pennyrile Board of REALTORS®",4,2014,21,,,,,141952,110000,2981000,240
4355,"REALTOR® Association of Southern Kentucky",4,2014,176,387,1233,201406,148900,145879,126950,25674709,150
4370,"Somerset-Lake Cumberland Board of REALTORS®",4,2014,62,,,,,115949,103000,7188860,174
4275,"South Central Kentucky Association of REALTORS®",4,2014,16,42,246,139389,113750,103263,112750,1652200,207
4240,"Ashland Area Board of REALTORS®",3,2014,69,,,,,114857,85000,7925133,247
4250,"Central Kentucky Association of REALTORS®",3,2014,63,,,,,92634,70000,5836002,137
4245,"Eastern Kentucky Association of REALTORS®",3,2014,40,,,,,125430,106000,5017221,197
4300,"Greater Louisville Association of REALTORS®",3,2014,1295,,,,,168539,132000,218258506,79
4335,"Greater Owensboro Board of REALTORS®",3,2014,99,,,,,116991,100000,11582150,108
4375,"Heart of Kentucky Association of REALTORS®",3,2014,160,,,,,131620,118450,21059330,145
4280,"Henderson-Audubon Board of REALTORS®",3,2014,20,,,,,90160,87500,1803200,119
4285,"Hopkinsville-Christian Board of REALTORS®",3,2014,29,,,,,98644,86500,2860670,258
4290,"Kentucky-Barkley Lakes Board of REALTORS®",3,2014,21,,,,,141736,87000,2976450,109
4295,"Lexington Bluegrass Association of REALTORS®",3,2014,771,,,,,155610,129900,119975573,104
4310,"Madisonville-Hopkins Board of REALTORS®",3,2014,28,,,,,111421,119875,3119800,161
4315,"Mayfield-Graves Board of REALTORS®",3,2014,26,,,,,66406,59000,1726757,113
4320,"Murray Calloway County Board of REALTORS®",3,2014,18,,,,,117210,91000,2109775,131
4325,"Northern Kentucky Association of REALTORS®",3,2014,414,658,2540,210779,139900,153676,128000,63622045,89
4330,"Old Kentucky Home Board of REALTORS®",3,2014,43,32,332,,,128068,120000,5506925,135
4340,"Paducah Board of REALTORS®",3,2014,50,22,552,193035,144700,152572,144950,7628600,179
4345,"Pennyrile Board of REALTORS®",3,2014,18,,,,,197250,147500,3550500,284
4355,"REALTOR® Association of Southern Kentucky",3,2014,153,345,1158,198781,146250,125205,115000,19156410,157
4370,"Somerset-Lake Cumberland Board of REALTORS®",3,2014,62,,,,,97333,85000,6034644,193
4275,"South Central Kentucky Association of REALTORS®",3,2014,18,33,231,138770,117000,115962,98500,2087317,245
4240,"Ashland Area Board of REALTORS®",2,2014,48,,,,,119673,110000,6744304,247
4250,"Central Kentucky Association of REALTORS®",2,2014,48,,,,,103953,89100,4989756,172
4245,"Eastern Kentucky Association of REALTORS®",2,2014,28,,,,,94850,74500,2655800,186
4300,"Greater Louisville Association of REALTORS®",2,2014,809,,,,,159035,132260,128659913,77
4335,"Greater Owensboro Board of REALTORS®",2,2014,77,,,,,115650,95000,8905016,130
4375,"Heart of Kentucky Association of REALTORS®",2,2014,118,,,,,119020,109750,14044399,132
4280,"Henderson-Audubon Board of REALTORS®",2,2014,23,,,,,70944,58000,1631701,133
4285,"Hopkinsville-Christian Board of REALTORS®",2,2014,32,,,,,88764,73500,2840450,159
4290,"Kentucky-Barkley Lakes Board of REALTORS®",2,2014,17,,,,,89605,55000,1523279,176
